title_norm,tmdb_id,genres,director,top_cast,overview,match_score,enriched_text
Horrible Bosses (2011),51540.0,"['Comedy', 'Crime']",Seth Gordon,"['Jason Bateman', 'Charlie Day', 'Jason Sudeikis']","For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",1.0,"Horrible Bosses (2011) | Genres: Comedy, Crime | Director: Seth Gordon | Cast: Jason Bateman, Charlie Day, Jason Sudeikis"
That Awkward Moment (2014),225565.0,"['Comedy', 'Romance']",Tom Gormican,"['Zac Efron', 'Miles Teller', 'Michael B. Jordan']","Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",1.0,"That Awkward Moment (2014) | Genres: Comedy, Romance | Director: Tom Gormican | Cast: Zac Efron, Miles Teller, Michael B. Jordan"
Lego Star Wars: Revenge of the Brick,81234.0,"['Animation', 'Family', 'Science Fiction', 'Comedy', 'Action']",Royce Graham,,"Anakin Skywalker and Obi-Wan Kenobi attempt to stop the Separatists from invading Kashyyyk. Meanwhile, Master Yoda must defeat an evil army of droids.",1.0,"Lego Star Wars: Revenge of the Brick | Genres: Animation, Family, Science Fiction, Comedy, Action | Director: Royce Graham"
How the Grinch Stole Christmas (2018),,,,,,,How the Grinch Stole Christmas (2018)
Earth Girls Are Easy (1989),2210.0,"['Comedy', 'Science Fiction', 'Music', 'Romance']",Julien Temple,"['Geena Davis', 'Jeff Goldblum', 'Jim Carrey']","In this musical comedy, Valerie is dealing with her philandering fiancé, Ted, when she finds that a trio of aliens have crashed their spaceship into her swimming pool. Once the furry beings are shaved at her girlfriend's salon, the women discover three handsome men underneath. After absorbing the native culture via television, the spacemen are ready to hit the dating scene in 1980s Los Angeles.",0.9,"Earth Girls Are Easy (1989) | Genres: Comedy, Science Fiction, Music, Romance | Director: Julien Temple | Cast: Geena Davis, Jeff Goldblum, Jim Carrey"
Evolution (2015),330770.0,"['Mystery', 'Drama', 'Horror']",Lucile Hadžihalilović,"['Max Brebant', 'Roxane Duran', 'Julie-Marie Parmentier']",11-year-old Nicolas lives with his mother in a seaside housing estate. The only place that ever sees any activity is the hospital. It is there that all the boys from the village are forced to undergo strange medical trials that attempt to disrupt the phases of evolution.,0.9,"Evolution (2015) | Genres: Mystery, Drama, Horror | Director: Lucile Hadžihalilović | Cast: Max Brebant, Roxane Duran, Julie-Marie Parmentier"
Terminator Salvation (2009),534.0,"['Action', 'Science Fiction', 'Thriller']",McG,"['Christian Bale', 'Sam Worthington', 'Moon Bloodgood']","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",1.0,"Terminator Salvation (2009) | Genres: Action, Science Fiction, Thriller | Director: McG | Cast: Christian Bale, Sam Worthington, Moon Bloodgood"
The Girl on the Train (2009),41248.0,"['Drama', 'Romance']",André Téchiné,"['Émilie Dequenne', 'Catherine Deneuve', 'Michel Blanc']","Jeanne is a young woman, striking but otherwise without qualities. Her mother tries to get her a job in the office of a lawyer, Bleistein, her lover years ago. Jeanne fails the interview but falls into a relationship with Franck, a wrestler whose dreams and claims of being in a legitimate business partnership Jeanne is only too happy to believe. When Franck is arrested, he turns on Jeanne for her naivety; she's stung and seeks attention by making up a story of an attack on a train. Is there any way out for her?",1.0,"The Girl on the Train (2009) | Genres: Drama, Romance | Director: André Téchiné | Cast: Émilie Dequenne, Catherine Deneuve, Michel Blanc"
Epsilon (1995),,,,,,,Epsilon (1995)
The Seven Year Itch (1955),10653.0,"['Comedy', 'Romance']",Billy Wilder,"['Marilyn Monroe', 'Tom Ewell', 'Evelyn Keyes']","When his family goes away for summer vacation, a hitherto faithful publishing executive with an overactive imagination is tempted by an attractive new neighbor.",1.0,"The Seven Year Itch (1955) | Genres: Comedy, Romance | Director: Billy Wilder | Cast: Marilyn Monroe, Tom Ewell, Evelyn Keyes"
Marilyn (2011),122277.0,['Thriller'],Christopher Petry,"['Ryan Robbins', 'Allison Mack', 'Mike Dopud']","A bank robber on the lam reluctantly takes a runaway young woman under his wing. Distracted by this volatile girl, he struggles to keep his head in the game and stay under the legal radar, but her dreams of becoming a singer sidetrack his plans and change him irrevocably. Filmed in a gritty 1970s style. Marilyn is based on a story written in Leavenworth Prison by Paddy Mitchell of the infamous Stopwatch Gang.",1.0,"Marilyn (2011) | Genres: Thriller | Director: Christopher Petry | Cast: Ryan Robbins, Allison Mack, Mike Dopud"
Once (2007),5723.0,"['Drama', 'Music', 'Romance']",John Carney,"['Glen Hansard', 'Markéta Irglová', 'Hugh Walsh']","A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",1.0,"Once (2007) | Genres: Drama, Music, Romance | Director: John Carney | Cast: Glen Hansard, Markéta Irglová, Hugh Walsh"
Monster (2003),504.0,"['Crime', 'Drama']",Patty Jenkins,"['Charlize Theron', 'Christina Ricci', 'Bruce Dern']","In 1989, prostitute Aileen Wuornos befriends and enters a relationship with a young woman named Selby. Determined to straighten out her life, Aileen's limited education lands her back on the corner. She's raped by a trick, who she kills. A string of murder and robbery follows that ultimately leads Aileen to becoming America's first female serial killer.",1.0,"Monster (2003) | Genres: Crime, Drama | Director: Patty Jenkins | Cast: Charlize Theron, Christina Ricci, Bruce Dern"
Demain tout commence (2016),,,,,,,Demain tout commence (2016)
Encounters of the Spooky Kind (1980),15724.0,"['Action', 'Comedy', 'Fantasy', 'Horror']",Sammo Hung Kam-Bo,"['Sammo Hung Kam-Bo', 'Paul Chung Fat', 'Wu Ma']","""Big Guts"" Cheung, a man well known in his local village for his lack of fear, is put to the test after being tricked into spending the night in a temple full of spirits, zombies, and vampires.",1.0,"Encounters of the Spooky Kind (1980) | Genres: Action, Comedy, Fantasy, Horror | Director: Sammo Hung Kam-Bo | Cast: Sammo Hung Kam-Bo, Paul Chung Fat, Wu Ma"
Crac (1981),90781.0,"['Animation', 'Drama']",Frédéric Back,,A wooden rocking chair serves as a tool to delve through the history of Quebec in the last century.,0.9,"Crac (1981) | Genres: Animation, Drama | Director: Frédéric Back"
The Bandit (1996),26900.0,"['Crime', 'Drama', 'Thriller']",Yavuz Turgul,"['Şener Şen', 'Uğur Yücel', 'Sermin Hürmeriç']","Baran the Bandit, released from prison after serving 35 years, searches for vengeance against his former best friend who betrayed him and stole his lover, teaming up with a young punk with his own demons along the way.",1.0,"The Bandit (1996) | Genres: Crime, Drama, Thriller | Director: Yavuz Turgul | Cast: Şener Şen, Uğur Yücel, Sermin Hürmeriç"
Phase IV (1974),59189.0,"['Horror', 'Science Fiction']",Saul Bass,"['Nigel Davenport', 'Michael Murphy', 'Lynne Frederick']",Arizona ants mock the food chain on their way to a desert lab to get two scientists and a woman.,1.0,"Phase IV (1974) | Genres: Horror, Science Fiction | Director: Saul Bass | Cast: Nigel Davenport, Michael Murphy, Lynne Frederick"
Dance Me to My Song (1998),139075.0,"['Drama', 'Romance']",Rolf de Heer,"['John Brumpton', 'Rena Owen', 'Joey Kennedy']","The story of Julia, a disabled woman in a wheelchair and voice synthesizer, who's trapped psychologically by a cruel, manipulative caregiver. After the arrival of a mysterious man, Julia begins to question the day-to-day dramas and frustrations she's tolerated for years. An achingly genuine and profoundly moving drama about a woman born with cerebral palsy.",1.0,"Dance Me to My Song (1998) | Genres: Drama, Romance | Director: Rolf de Heer | Cast: John Brumpton, Rena Owen, Joey Kennedy"
The Accountant (2016),302946.0,"['Crime', 'Thriller', 'Drama']",Gavin O'Connor,"['Ben Affleck', 'Cynthia Addai-Robinson', 'Anna Kendrick']","As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",1.0,"The Accountant (2016) | Genres: Crime, Thriller, Drama | Director: Gavin O'Connor | Cast: Ben Affleck, Cynthia Addai-Robinson, Anna Kendrick"
The Cabinet of Dr. Caligari (1920),234.0,"['Drama', 'Horror', 'Thriller', 'Crime']",Robert Wiene,"['Werner Krauss', 'Conrad Veidt', 'Friedrich Fehér']","Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",1.0,"The Cabinet of Dr. Caligari (1920) | Genres: Drama, Horror, Thriller, Crime | Director: Robert Wiene | Cast: Werner Krauss, Conrad Veidt, Friedrich Fehér"
Hotel Transylvania 2 (2015),159824.0,"['Animation', 'Comedy', 'Family', 'Fantasy']",Genndy Tartakovsky,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez']","When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",1.0,"Hotel Transylvania 2 (2015) | Genres: Animation, Comedy, Family, Fantasy | Director: Genndy Tartakovsky | Cast: Adam Sandler, Andy Samberg, Selena Gomez"
Fido (2006),10288.0,"['Horror', 'Comedy', 'Romance', 'Drama']",Andrew Currie,"['Billy Connolly', 'Carrie-Anne Moss', 'Dylan Baker']","Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.",1.0,"Fido (2006) | Genres: Horror, Comedy, Romance, Drama | Director: Andrew Currie | Cast: Billy Connolly, Carrie-Anne Moss, Dylan Baker"
Indiana Jones and the Temple of Doom (1984),87.0,"['Adventure', 'Action']",Steven Spielberg,"['Harrison Ford', 'Kate Capshaw', 'Ke Huy Quan']","After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",1.0,"Indiana Jones and the Temple of Doom (1984) | Genres: Adventure, Action | Director: Steven Spielberg | Cast: Harrison Ford, Kate Capshaw, Ke Huy Quan"
VIPs (2010),70666.0,['Drama'],Toniko Melo,"['Wagner Moura', 'Gisele Fróes', 'Roger Gobeth']","Marcelo leaves his family and moves to Mato Grosso do Sul, where he learns how to fly airplanes by himself watching the pilots. One day, he responds the call of a drug dealer and uses his boss' plane to help the man to transport his cargo. He is hired by the drug lord to work transporting drugs in his airplanes. When he is arrested by the Federal Police, he does not rat his gang and the leader of the cartel gives a large amount of money as a bonus and asks him to leave the gang since he is known by the police. Marcelo uses the money to promote a party in the Carnival of Recife pretending to be the son of the owner of the Gol (a Brazilian air flight company). He lures the high-society, including the television presenter Amaury Jr. Marcelo is arrested again and is sent to prison. During a rebellion, he uses his leadership to present the claims of the prisoners and help to control the situation.",0.9,"VIPs (2010) | Genres: Drama | Director: Toniko Melo | Cast: Wagner Moura, Gisele Fróes, Roger Gobeth"
The Lodger (2009),15052.0,"['Horror', 'Mystery', 'Thriller', 'Drama']",David Ondaatje,"['Alfred Molina', 'Hope Davis', 'Shane West']","Follows a seasoned detective on the trail of a ruthless killer intent on slaughtering prostitutes along West Hollywood's Sunset Strip. It appears that the murderer's grisly methods are identical to that of London's infamous 19th century psychopath Jack the Ripper – a relentless serial killer who was never caught by police. To make matters worse, the detective soon notices the parallels between the crimes committed by the West Hollywood stalker and those of a serial murderer incarcerated years ago. Could the wrong man be behind bars?",1.0,"The Lodger (2009) | Genres: Horror, Mystery, Thriller, Drama | Director: David Ondaatje | Cast: Alfred Molina, Hope Davis, Shane West"
